url,title,html_url,general_prepro_title,DEVA_prepro_title,"DEVA
valence of text (Vt)","DEVA
arousal of text (At)","DEVA
emotion state of text (Et)",SSSE_prepro_title,"SentiStrength-SE
positive sentiment 
score of text (Pt)","SentiStrength-SE
negative sentiment 
score of comment (Nt)","SentiStrength-SE
overall valence 
of text (Vt)",,,,,
https://api.github.com/repos/swissquote/crafty/issues/2275,Pre-commit hook failing on x-class selector & :local pseudo-class,https://github.com/swissquote/crafty/issues/2275,precommit hook failing xclass selector local pseudoclass,Pre-commit hook failing on x-class selector & :local pseudo-class,1,-2,Neutral (LA),precommit hook failing on xclass selector local pseudoclass,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror1/issues/37946,[yZrr-6942] Option court TV table.,https://github.com/scalr-automation/terraform-scalr-flat-mirror1/pull/37946,option court tv table,Option court TV table.,1,-3,Neutral (LA),option court tv table,1,-1,neutral,,,,,
https://api.github.com/repos/Wieku/danser-go/issues/355,libx264rgb support,https://github.com/Wieku/danser-go/issues/355,support,support,1,-3,Neutral (LA),support,1,-1,neutral,,,,,
https://api.github.com/repos/ddev/ddev/issues/5853,docs: add auto light / dark mode,https://github.com/ddev/ddev/pull/5853,docs add auto light dark mode,docs: add auto light / dark mode,1,-3,Neutral (LA),docs add auto light dark mode,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror1/issues/35837,[CaS-479] Recognize case upon decade.,https://github.com/scalr-automation/terraform-scalr-flat-mirror1/pull/35837,recognize upon decade,Recognize upon decade.,1,-2,Neutral (LA),recognize upon decade,1,-1,neutral,,,,,
https://api.github.com/repos/sugar-cat7/vspo-portal/issues/134,🚀 Feature Request:Auto-select user's preferred color scheme on initial load,https://github.com/sugar-cat7/vspo-portal/issues/134,feature requestautoselect users preferred color scheme initial load,Feature Request:Auto-select user's preferred color scheme on initial load,1,-3,Neutral (LA),feature requestautoselect users preferred color scheme on initial load,1,-1,neutral,,,,,
https://api.github.com/repos/desktop/desktop/issues/17735,"""Swipe"" feature on PNG diff seems to show differences in partially-transparent pixels",https://github.com/desktop/desktop/issues/17735,swipe feature png diff seems show differences pixels,"""Swipe"" feature on PNG diff seems to show differences pixels",1,-2,Neutral (LA),swipe feature on png diff seems to show differences pixels,1,-1,neutral,,,,,
https://api.github.com/repos/goestin820/Acunetix/issues/3,Acunetix - [Possible] Backup Source Code Detected,https://github.com/goestin820/Acunetix/issues/3,acunetix possible backup source code detected,Acunetix - [Possible] Backup Source Code Detected,1,-3,Neutral (LA),acunetix possible backup source code detected,1,-1,neutral,,,,,
https://api.github.com/repos/slint-ui/slint/issues/4392,Dark/Light mode detection on Linux with winit is unreliable,https://github.com/slint-ui/slint/issues/4392,darklight mode detection linux winit unreliable,Dark/Light mode detection on Linux winit is unreliable,1,-3,Neutral (LA),darklight mode detection on linux winit is unreliable,1,-1,neutral,,,,,
https://api.github.com/repos/getsentry/sentry/issues/62045,fix(ui): Invert pattern-bg for dark mode,https://github.com/getsentry/sentry/pull/62045,fixui invert patternbg dark mode,fix(ui): Invert pattern-bg dark mode,-2,-3,Depressed,fixui invert patternbg dark mode,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror4/issues/42443,[Qh-2935] Southern rest interest change.,https://github.com/scalr-automation/terraform-scalr-flat-mirror4/pull/42443,southern rest interest change,Southern rest interest change.,3,-5,Relaxed,southern rest interest change,2,-1,positive,,,,,
https://api.github.com/repos/refaim/TradeSkillsData/issues/16,Tailoring: Add missing recipes,https://github.com/refaim/TradeSkillsData/issues/16,tailoring add missing recipes,Tailoring: Add missing recipes,1,-2,Neutral (LA),tailoring add missing recipes,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror4/issues/42034,[fxSN-196] Choice seven of firm.,https://github.com/scalr-automation/terraform-scalr-flat-mirror4/pull/42034,choice seven firm,Choice seven of firm.,1,-2,Neutral (LA),choice seven of firm,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/4987,Add theme support for search box,https://github.com/canonical/vanilla-framework/pull/4987,add theme support search box,Add theme support search box,1,-4,Neutral (LA),add theme support search box,1,-1,neutral,,,,,
https://api.github.com/repos/prusa3d/PrusaSlicer/issues/11420,Concentric infill starts in the air,https://github.com/prusa3d/PrusaSlicer/issues/11420,concentric infill starts air,Concentric infill starts the air,1,-3,Neutral (LA),concentric infill starts the air,1,-1,neutral,,,,,
https://api.github.com/repos/WordPress/twentytwentyfour/issues/731,Dark Mode,https://github.com/WordPress/twentytwentyfour/issues/731,dark mode,Dark Mode,1,-3,Neutral (LA),dark mode,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/opa-policy/issues/6371,[PbN-5094] Have trip like tax.,https://github.com/scalr-automation/opa-policy/pull/6371,trip like tax,Have trip like tax.,4,-2,Relaxed,have trip like tax,1,-1,neutral,,,,,
https://api.github.com/repos/codevertexsolutions/VertexSolution/issues/7,homepage maping fixed for blogs and projects,https://github.com/codevertexsolutions/VertexSolution/pull/7,homepage maping fixed blogs projects,homepage maping fixed blogs projects,1,-3,Neutral (LA),homepage maping fixed blogs projects,1,-1,neutral,,,,,
https://api.github.com/repos/element-hq/compound-web/issues/110,Create context menu component,https://github.com/element-hq/compound-web/pull/110,create context menu component,Create context menu component,1,-3,Neutral (LA),create context menu component,1,-1,neutral,,,,,
https://api.github.com/repos/ripienaar/free-for-dev/issues/3082,Levitate - Managed Time Series Data Warehouse with first 1 Billion samples ingested for free,https://github.com/ripienaar/free-for-dev/pull/3082,levitate managed time series data warehouse first billion samples ingested free,Levitate - Managed Time Series Data Warehouse first Billion samples ingested free,1,-3,Neutral (LA),levitate managed time series data warehouse first billion samples ingested free,1,-1,neutral,,,,,
https://api.github.com/repos/flxzt/rnote/issues/996,Configurable presets for canvas settings,https://github.com/flxzt/rnote/issues/996,configurable presets canvas settings,Configurable presets canvas settings,1,-3,Neutral (LA),configurable presets canvas settings,1,-1,neutral,,,,,
https://api.github.com/repos/ForkbombEu/didroom-components/issues/55,chore(main): release 1.11.0,https://github.com/ForkbombEu/didroom-components/pull/55,choremain release,chore(main): release,-2,-3,Depressed,choremain release,1,-1,neutral,,,,,
https://api.github.com/repos/Malaguth/skill-tracking/issues/31,Create and add C4 model documentation,https://github.com/Malaguth/skill-tracking/pull/31,create add model documentation,Create add model documentation,1,-3,Neutral (LA),create add model documentation,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/4981,Add theme support for form validation,https://github.com/canonical/vanilla-framework/pull/4981,add theme support form validation,Add theme support form validation,1,-4,Neutral (LA),add theme support form validation,1,-1,neutral,,,,,
https://api.github.com/repos/flxzt/rnote/issues/874,Background pattern renders differently in some Pdf viewers,https://github.com/flxzt/rnote/issues/874,background pattern renders differently pdf viewers,Background pattern renders differently some Pdf viewers,1,-3,Neutral (LA),background pattern renders differently some pdf viewers,1,-1,neutral,,,,,
https://api.github.com/repos/dandi/dandi-archive/issues/1696,Add a note to registration page that no account is necessary to access public data,https://github.com/dandi/dandi-archive/pull/1696,add note registration page account necessary access data,Add a note to registration page that no account is necessary to access data,1,-4,Neutral (LA),add a note to registration page that no account is necessary to access data,1,-1,neutral,,,,,
https://api.github.com/repos/woocommerce/woocommerce/issues/44807,Update footer large Twitter icons to X,https://github.com/woocommerce/woocommerce/pull/44807,update footer large twitter icons x,Update footer large Twitter icons to X,1,-2,Neutral (LA),update footer large twitter icons to x,1,-1,neutral,,,,,
https://api.github.com/repos/nimaereth/CatGen/issues/8,boy oh boy is this hard to use (issue with generated cats being outdated),https://github.com/nimaereth/CatGen/issues/8,boy oh boy hard use issue generated cats outdated,boy oh boy is hard to use (issue generated cats being outdated),-2,-2,Depressed,boy oh boy is hard to use issue generated cats being outdated,1,-2,negative,,,,,
https://api.github.com/repos/flutter/flutter/issues/142634,Implement `switch` expressions in `lib/src/material/`,https://github.com/flutter/flutter/pull/142634,implement expressions libsrcmaterial,Implement `switch` expressions `lib/src/material/`,1,-2,Neutral (LA),implement expressions libsrcmaterial,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror5/issues/38041,[LTY-1258] Benefit give parent natural.,https://github.com/scalr-automation/terraform-scalr-flat-mirror5/pull/38041,benefit give parent natural,Benefit give parent natural.,3,-2,Relaxed,benefit give parent natural,2,-1,positive,,,,,
https://api.github.com/repos/grafana/grafana/issues/83286,DataTrails: Sticky controls,https://github.com/grafana/grafana/pull/83286,datatrails sticky controls,DataTrails: Sticky controls,1,1,Neutral,datatrails sticky controls,1,-1,neutral,,,,,
https://api.github.com/repos/maxi-blocks/maxi-blocks/issues/5244,Next update - version 1.5.3,https://github.com/maxi-blocks/maxi-blocks/pull/5244,next update version,Next update - version,1,-3,Neutral (LA),next update version,1,-1,neutral,,,,,
https://api.github.com/repos/hashicorp/consul/issues/20720,docs: Add Consul Enterprise LTS docs,https://github.com/hashicorp/consul/pull/20720,docs add consul enterprise lts docs,docs: Add Consul Enterprise LTS docs,1,-3,Neutral (LA),docs add consul enterprise lts docs,1,-1,neutral,,,,,
https://api.github.com/repos/AlaskaAirlines/Icons/issues/220,New Porter tail logo,https://github.com/AlaskaAirlines/Icons/issues/220,porter tail logo,Porter tail logo,1,-4,Neutral (LA),porter tail logo,1,-1,neutral,,,,,
https://api.github.com/repos/goestin820/Acunetix/issues/13,Acunetix - Local File Inclusion,https://github.com/goestin820/Acunetix/issues/13,acunetix local file inclusion,Acunetix - Local File Inclusion,1,-3,Neutral (LA),acunetix local file inclusion,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/4924,Add more space between logo tag and text,https://github.com/canonical/vanilla-framework/pull/4924,add space logo tag text,Add more space between logo tag text,1,-4,Neutral (LA),add more space between logo tag text,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/4993,Update core icons to support new theming system,https://github.com/canonical/vanilla-framework/pull/4993,update core icons support theming system,Update core icons to support theming system,1,-3,Neutral (LA),update core icons to support theming system,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror4/issues/39986,[Ao-8320] Sport also various happen.,https://github.com/scalr-automation/terraform-scalr-flat-mirror4/pull/39986,sport also various happen,Sport also various happen.,1,-3,Neutral (LA),sport also various happen,1,-1,neutral,,,,,
https://api.github.com/repos/Tampereen-Urheilusukeltajat/Blenderi-Backend/issues/89,Allow floating prices,https://github.com/Tampereen-Urheilusukeltajat/Blenderi-Backend/pull/89,allow floating prices,Allow floating prices,1,2,Neutral (HA),allow floating prices,1,-1,neutral,,,,,
https://api.github.com/repos/C-Naoki/portfolio/issues/8,add the button for change theme,https://github.com/C-Naoki/portfolio/pull/8,add button change theme,add the button change theme,1,-3,Neutral (LA),add the button change theme,1,-1,neutral,,,,,
https://api.github.com/repos/FTBTeam/FTB-Modpack-Issues/issues/4490,Electrodynamics bronze ingots try to get into processing patterns using those machines,https://github.com/FTBTeam/FTB-Modpack-Issues/issues/4490,electrodynamics bronze ingots processing patterns using machines,Electrodynamics bronze ingots to into processing patterns using those machines,1,-3,Neutral (LA),electrodynamics bronze ingots to into processing patterns using those machines,1,-1,neutral,,,,,
https://api.github.com/repos/dmossakowski/skala3ma/issues/26,marble color does not appear visually,https://github.com/dmossakowski/skala3ma/issues/26,marble color appear visually,marble color does not appear visually,1,-3,Neutral (LA),marble color does not appear visually,1,-1,neutral,,,,,
https://api.github.com/repos/grafana/grafana/issues/75548,Card component [build],https://github.com/grafana/grafana/issues/75548,card component build,Card component [build],1,-3,Neutral (LA),card component build,1,-1,neutral,,,,,
https://api.github.com/repos/inngest/inngest/issues/821,Error: Inngest API Error: 401 Event key Not Found,https://github.com/inngest/inngest/issues/821,error inngest api error key found,Error: Inngest API Error: key Not Found,1,-2,Neutral (LA),error inngest api error key not found,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror2/issues/36729,[xW-3776] Help stand feel stop.,https://github.com/scalr-automation/terraform-scalr-flat-mirror2/pull/36729,help stand feel stop,Help stand feel stop.,1,-3,Neutral (LA),help stand feel stop,1,-1,neutral,,,,,
https://api.github.com/repos/nugrohoadit/TestIntegrateAcx/issues/7,Acunetix - Local File Inclusion,https://github.com/nugrohoadit/TestIntegrateAcx/issues/7,acunetix local file inclusion,Acunetix - Local File Inclusion,1,-3,Neutral (LA),acunetix local file inclusion,1,-1,neutral,,,,,
https://api.github.com/repos/withastro/docs/issues/4667,[rendering-modes] New page!,https://github.com/withastro/docs/pull/4667,renderingmodes page,[rendering-modes] page!,2,5,Excited,renderingmodes page,1,-1,neutral,,,,,
https://api.github.com/repos/w3c/w3c-website/issues/514,WSG 1.0 - Example link not accessible without paying for account,https://github.com/w3c/w3c-website/issues/514,wsg example link accessible without paying account,WSG - Example link not accessible without paying account,1,-3,Neutral (LA),wsg example link not accessible without paying account,1,-1,neutral,,,,,
https://api.github.com/repos/mpv-player/mpv/issues/13534,HDR broken on AMD using vulkan,https://github.com/mpv-player/mpv/issues/13534,hdr broken amd using vulkan,HDR broken on AMD using vulkan,1,1,Neutral,hdr broken on amd using vulkan,1,-1,neutral,,,,,
https://api.github.com/repos/NatroTeam/NatroMacro/issues/218,Collection Compensation,https://github.com/NatroTeam/NatroMacro/issues/218,collection compensation,Collection Compensation,1,-2,Neutral (LA),collection compensation,1,-1,neutral,,,,,
https://api.github.com/repos/apmwebdev/spelling-bee/issues/45,Tweak colors to make them fit dark mode better,https://github.com/apmwebdev/spelling-bee/issues/45,tweak colors make fit dark mode better,Tweak colors to make them fit dark mode better,1,-3,Neutral (LA),tweak colors to make them fit dark mode better,1,-1,neutral,,,,,
https://api.github.com/repos/alt-romes/hegg/issues/32,VariablePattern must be greater than 0,https://github.com/alt-romes/hegg/issues/32,variablepattern must greater,VariablePattern must be greater,1,-3,Neutral (LA),variablepattern must be greater,3,-1,positive,,,,,
https://api.github.com/repos/guardian/dotcom-rendering/issues/9175,Implement CSS variable pattern for Dark Mode,https://github.com/guardian/dotcom-rendering/issues/9175,implement css variable pattern dark mode,Implement CSS variable pattern Dark Mode,1,-3,Neutral (LA),implement css variable pattern dark mode,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/4961,Add dark theme support for Notification component,https://github.com/canonical/vanilla-framework/issues/4961,add dark theme support notification component,Add dark theme support Notification component,1,-4,Neutral (LA),add dark theme support notification component,1,-1,neutral,,,,,
https://api.github.com/repos/azerothcore/azerothcore-wotlk/issues/18190,SSC Boot Patterns don't drop from trash,https://github.com/azerothcore/azerothcore-wotlk/issues/18190,ssc boot patterns drop trash,SSC Boot Patterns not drop from trash,1,-2,Neutral (LA),ssc boot patterns dont drop from trash,1,-1,neutral,,,,,
https://api.github.com/repos/zitadel/zitadel/issues/7029,Solution Scenario: Onboarding new organizations and users,https://github.com/zitadel/zitadel/issues/7029,solution scenario onboarding organizations users,Solution Scenario: Onboarding organizations users,1,-3,Neutral (LA),solution scenario onboarding organizations users,1,-1,neutral,,,,,
https://api.github.com/repos/square/okhttp/issues/8152,Convert some tests to Kotlin,https://github.com/square/okhttp/pull/8152,convert tests kotlin,Convert some tests to Kotlin,1,-2,Neutral (LA),convert some tests to kotlin,1,-1,neutral,,,,,
https://api.github.com/repos/Rharuow/mks-frontend-challenge/issues/10,Switch dark ligth themes,https://github.com/Rharuow/mks-frontend-challenge/pull/10,dark ligth themes,dark ligth themes,1,-2,Neutral (LA),dark ligth themes,1,-1,neutral,,,,,
https://api.github.com/repos/ultralytics/ultralytics/issues/7043,How can I create a heatmap on images?,https://github.com/ultralytics/ultralytics/issues/7043,create heatmap images,How can I create a heatmap on images?,1,-3,Neutral (LA),how can i create a heatmap on images,1,-1,neutral,,,,,
https://api.github.com/repos/spacetelescope/romancal/issues/1023,Truncate dark to the appropriate number of resultants.,https://github.com/spacetelescope/romancal/pull/1023,truncate dark appropriate number resultants,Truncate dark to the appropriate number of resultants.,1,-2,Neutral (LA),truncate dark to the appropriate number of resultants,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror1/issues/35451,[gIX-7106] Anything maybe vote return.,https://github.com/scalr-automation/terraform-scalr-flat-mirror1/pull/35451,anything maybe vote,Anything maybe vote return.,1,-3,Neutral (LA),anything maybe vote,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror5/issues/33208,[TQm-5126] Rest language prepare ask.,https://github.com/scalr-automation/terraform-scalr-flat-mirror5/pull/33208,rest language prepare ask,Rest language prepare ask.,1,-4,Neutral (LA),rest language prepare ask,1,-1,neutral,,,,,
https://api.github.com/repos/darklang/dark/issues/5243,Component: Language and Interpreter,https://github.com/darklang/dark/issues/5243,component language interpreter,Component: Language Interpreter,1,-3,Neutral (LA),component language interpreter,1,-1,neutral,,,,,
https://api.github.com/repos/cengage/react-magma/issues/1211,New: Date Range Picker,https://github.com/cengage/react-magma/issues/1211,date range picker,New: Date Range Picker,1,-2,Neutral (LA),date range picker,1,-1,neutral,,,,,
https://api.github.com/repos/learnforward2023/sky-birds-game/issues/13,Enemy/randomly attacking,https://github.com/learnforward2023/sky-birds-game/pull/13,enemyrandomly attacking,Enemy/randomly attacking,1,1,Neutral,enemyrandomly attacking,1,-3,negative,,,,,
https://api.github.com/repos/arch-kiosk/arch-kiosk-office/issues/2513,HM: Some line issues that did not show in FA,https://github.com/arch-kiosk/arch-kiosk-office/issues/2513,hm line issues show fa,HM: Some line issues that did not show FA,1,-3,Neutral (LA),hm some line issues that did not show fa,1,-1,neutral,,,,,
https://api.github.com/repos/AE2-UEL/AE2FluidCraft-Rework/issues/122,ME Fluid Assembler PAE2 BUG GUI,https://github.com/AE2-UEL/AE2FluidCraft-Rework/issues/122,fluid assembler bug gui,ME Fluid Assembler BUG GUI,1,5,Neutral (HA),me fluid assembler bug gui,1,-1,neutral,,,,,
https://api.github.com/repos/DevEvil99/DarkPlus-Discord-Theme/issues/14,BetterDiscord preview URI Incorrectly formatted: Preview not working.,https://github.com/DevEvil99/DarkPlus-Discord-Theme/issues/14,betterdiscord preview uri incorrectly formatted preview working,BetterDiscord preview URI Incorrectly formatted: Preview not working.,1,-2,Neutral (LA),betterdiscord preview uri incorrectly formatted preview not working,1,-1,neutral,,,,,
https://api.github.com/repos/libris/lxlviewer/issues/947,Add design fundament to Tailwind,https://github.com/libris/lxlviewer/pull/947,add design fundament tailwind,Add design fundament to Tailwind,1,-2,Neutral (LA),add design fundament to tailwind,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror2/issues/34941,[zjiL-22] Whole great our night.,https://github.com/scalr-automation/terraform-scalr-flat-mirror2/pull/34941,whole great night,Whole great our night.,4,-3,Relaxed,whole great our night,3,-1,positive,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-nested/issues/2503,[SS-8820] Stop trouble score cold.,https://github.com/scalr-automation/terraform-scalr-nested/pull/2503,stop trouble score cold,Stop trouble score cold.,4,3,Excited,stop trouble score cold,1,-2,negative,,,,,
https://api.github.com/repos/torchbox/torchbox.com/issues/63,Fix Quote icon blend modes,https://github.com/torchbox/torchbox.com/pull/63,fix quote icon blend modes,Fix Quote icon blend modes,1,-4,Neutral (LA),fix quote icon blend modes,1,-1,neutral,,,,,
https://api.github.com/repos/Todmount/InfoSysDev/issues/2,Describtion,https://github.com/Todmount/InfoSysDev/pull/2,describtion,Describtion,1,1,Neutral,describtion,1,-1,neutral,,,,,
https://api.github.com/repos/huuquyet/expo-next-tamagui-monorepo/issues/16,Add a button to toggle dark/light theme,https://github.com/huuquyet/expo-next-tamagui-monorepo/pull/16,add button toggle darklight theme,Add a button to toggle dark/light theme,1,-3,Neutral (LA),add a button to toggle darklight theme,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror4/issues/35870,[TGwe-8698] Establish strong name despite.,https://github.com/scalr-automation/terraform-scalr-flat-mirror4/pull/35870,establish strong name despite,Establish strong name despite.,-3,-3,Depressed,establish strong name despite,2,-1,positive,,,,,
https://api.github.com/repos/infor-design/enterprise/issues/8087,Page pattern: button color is off in dark mode,https://github.com/infor-design/enterprise/issues/8087,page pattern button color dark mode,Page pattern: button color is off dark mode,1,-4,Neutral (LA),page pattern button color is off dark mode,1,-1,neutral,,,,,
https://api.github.com/repos/porsche-design-system/porsche-design-system/issues/2793,Add auto dark mode support to patterns and license page,https://github.com/porsche-design-system/porsche-design-system/pull/2793,add auto dark mode support patterns license page,Add auto dark mode support to patterns license page,1,-4,Neutral (LA),add auto dark mode support to patterns license page,1,-1,neutral,,,,,
https://api.github.com/repos/containers/podman-desktop/issues/5117,feat: icon image component,https://github.com/containers/podman-desktop/pull/5117,feat icon image component,feat: icon image component,1,-4,Neutral (LA),feat icon image component,1,-1,neutral,,,,,
https://api.github.com/repos/labring/laf/issues/1598,Broken Link Detected,https://github.com/labring/laf/issues/1598,broken link detected,Broken Link Detected,1,-3,Neutral (LA),broken link detected,1,-1,neutral,,,,,
https://api.github.com/repos/desihub/desisurveyops/issues/175,more suspicious n(z) on dark tiles from 20240108,https://github.com/desihub/desisurveyops/issues/175,suspicious nz dark tiles,more suspicious n(z) on dark tiles from,-3,-2,Depressed,more suspicious nz on dark tiles from,1,-2,negative,,,,,
https://api.github.com/repos/labring/laf/issues/1596,Broken Link Detected,https://github.com/labring/laf/issues/1596,broken link detected,Broken Link Detected,1,-3,Neutral (LA),broken link detected,1,-1,neutral,,,,,
https://api.github.com/repos/sourcegraph/sourcegraph/issues/59973,"search: Render patterns and filters as ""chips"" when keyword search is enabled",https://github.com/sourcegraph/sourcegraph/pull/59973,search render patterns filters chips keyword search enabled,"search: Render patterns filters as ""chips"" when keyword search is enabled",1,-2,Neutral (LA),search render patterns filters as chips when keyword search is enabled,1,-1,neutral,,,,,
https://api.github.com/repos/votingworks/vxsuite/issues/3962,Kevin/vxmarkscan alert pollworker after invalidate,https://github.com/votingworks/vxsuite/pull/3962,kevinvxmarkscan alert pollworker invalidate,Kevin/vxmarkscan alert pollworker after invalidate,1,1,Neutral,kevinvxmarkscan alert pollworker after invalidate,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat-mirror4/issues/36787,[CEnH-78] Pressure recently seven no.,https://github.com/scalr-automation/terraform-scalr-flat-mirror4/pull/36787,pressure recently seven,Pressure recently seven no.,1,2,Neutral (HA),pressure recently seven no,1,-1,neutral,,,,,
https://api.github.com/repos/w3c/sustyweb/issues/37,Opportunity to begin to decolonize perspective on user research,https://github.com/w3c/sustyweb/issues/37,opportunity begin decolonize perspective user research,Opportunity to begin to decolonize perspective on user research,1,-3,Neutral (LA),opportunity to begin to decolonize perspective on user research,1,-1,neutral,,,,,
https://api.github.com/repos/keymanapp/keyman/issues/10201,chore(mac): force detach of disk image during build after 5 failures,https://github.com/keymanapp/keyman/pull/10201,choremac force detach disk image build failures,chore(mac): force detach of disk image during build after failures,-2,-4,Depressed,choremac force detach of disk image during build after failures,1,-1,neutral,,,,,
https://api.github.com/repos/Lichtwerkstatt/XRTL_SPA/issues/136,MI components,https://github.com/Lichtwerkstatt/XRTL_SPA/issues/136,mi components,MI components,1,1,Neutral,mi components,1,-1,neutral,,,,,
https://api.github.com/repos/niivue/niivue/issues/806,recent change and niivue behaving differently in APQC HTML?,https://github.com/niivue/niivue/issues/806,recent change niivue behaving differently apqc html,recent change niivue behaving differently APQC HTML?,1,-2,Neutral (LA),recent change niivue behaving differently apqc html,1,-1,neutral,,,,,
https://api.github.com/repos/DFE-Digital/early-careers-framework/issues/4059,Change name hint to use regular hint pattern,https://github.com/DFE-Digital/early-careers-framework/pull/4059,change name hint use regular hint pattern,Change name hint to use regular hint pattern,1,-3,Neutral (LA),change name hint to use regular hint pattern,1,-1,neutral,,,,,
https://api.github.com/repos/scalr-automation/terraform-scalr-flat/issues/37778,[QhL-3081] Within manager firm garden.,https://github.com/scalr-automation/terraform-scalr-flat/pull/37778,within manager firm garden,Within manager firm garden.,1,-2,Neutral (LA),within manager firm garden,1,-1,neutral,,,,,
https://api.github.com/repos/chromiecraft/chromiecraft/issues/6526,SSC Boot Drop Patterns,https://github.com/chromiecraft/chromiecraft/issues/6526,ssc boot drop patterns,SSC Boot Drop Patterns,-2,-2,Depressed,ssc boot drop patterns,1,-1,neutral,,,,,
https://api.github.com/repos/Trouv/willos-graveyard/issues/134,assets: give background grass a checkerboard pattern,https://github.com/Trouv/willos-graveyard/pull/134,assets give background grass checkerboard pattern,assets: give background grass a checkerboard pattern,1,-3,Neutral (LA),assets give background grass a checkerboard pattern,1,-1,neutral,,,,,
https://api.github.com/repos/foxyproxy/browser-extension/issues/61,"[UI] The disabled icon has white color backgroud, which looks ugly in dark theme",https://github.com/foxyproxy/browser-extension/issues/61,ui disabled icon white color backgroud looks ugly dark theme,"[UI] The disabled icon has white color backgroud, which looks ugly dark theme",-2,-4,Depressed,ui the disabled icon has white color backgroud which looks ugly dark theme,1,-3,negative,,,,,
https://api.github.com/repos/Codecademy/docs/issues/3189,"[New Concept Entries] Visual Design, Typography, Design Pattern, Design System, Design Component, Style Guide + [Entry Updates] Information Architecture Content + Old Entry Attribution",https://github.com/Codecademy/docs/pull/3189,concept entries visual design typography design pattern design system design component style guide entry updates information architecture content old entry attribution,"[New Concept Entries] Visual Design, Typography, Design Pattern, Design System, Design Component, Style Guide + [Entry Updates] Information Architecture Content + Old Entry Attribution",1,-5,Neutral (LA),concept entries visual design typography design pattern design system design component style guide entry updates information architecture content old entry attribution,1,-1,neutral,,,,,
https://api.github.com/repos/aseigler/passkey-authenticator-aaguids/issues/1,Add serial,https://github.com/aseigler/passkey-authenticator-aaguids/pull/1,add serial,Add serial,1,-2,Neutral (LA),add serial,1,-1,neutral,,,,,
https://api.github.com/repos/neovim/neovim/issues/25100,Assertion failure with newline character in message and `screen_resize`,https://github.com/neovim/neovim/issues/25100,assertion failure newline character message screenresize,Assertion failure newline character message `screen_resize`,1,-2,Neutral (LA),assertion failure newline character message screenresize,1,-2,negative,,,,,
https://api.github.com/repos/freedoom/freedoom/issues/1240,Removed Vents.,https://github.com/freedoom/freedoom/pull/1240,removed vents,Removed Vents.,1,1,Neutral,removed vents,1,-1,neutral,,,,,
https://api.github.com/repos/tajemouti/weather-pollution-metrics/issues/7,React capstone project,https://github.com/tajemouti/weather-pollution-metrics/pull/7,react capstone project,React capstone project,1,1,Neutral,react capstone project,1,-1,neutral,,,,,
https://api.github.com/repos/Yuyz0112/dewhale/issues/14,dark-mode hero section,https://github.com/Yuyz0112/dewhale/issues/14,darkmode hero section,dark-mode hero section,4,-3,Relaxed,darkmode hero section,3,-1,positive,,,,,
https://api.github.com/repos/codu-code/codu/issues/809,Add styles for light mode,https://github.com/codu-code/codu/pull/809,add styles light mode,Add styles light mode,1,-3,Neutral (LA),add styles light mode,1,-1,neutral,,,,,
https://api.github.com/repos/facebook/stylex/issues/112,Using imported variables to define styles,https://github.com/facebook/stylex/issues/112,using imported variables define styles,Using imported variables to define styles,1,-2,Neutral (LA),using imported variables to define styles,1,-1,neutral,,,,,
https://api.github.com/repos/omnidotdev/sigil/issues/5,Dependency Dashboard,https://github.com/omnidotdev/sigil/issues/5,dependency dashboard,Dependency Dashboard,1,-3,Neutral (LA),dependency dashboard,1,-1,neutral,,,,,
